education_node_id,textbook_id,deleted_at
2529,15,
2530,15,
2531,15,
2532,15,
675,15,
1676,15,
2533,15,
1042,15,
1569,18,
2563,18,
2044,18,
2591,18,
2592,18,
2593,18,
321,18,
290,18,
1966,18,
159,18,
255,18,
323,18,
784,18,
1716,12,
1717,12,
1718,12,
1772,12,
1773,12,
1774,12,
1828,13,
1829,13,
139,13,
2055,14,
2210,14,
1236,14,
1234,14,
2211,14,
1040,15,
1039,15,
1022,15,
2352,15,
2353,15,
2354,15,
2355,15,
2356,15,
2357,15,
2358,15,
2359,15,
2360,15,
2361,15,
2534,15,
2535,15,
2536,15,
2537,15,
2538,15,
2539,15,
2540,15,
2541,15,
2542,15,
2543,15,
448,18,
711,18,
96,18,
94,18,
301,18,
453,18,
71,18,
580,18,
580,18,
86,18,
448,18,
71,18,
453,18,
182,18,
121,18,
180,18,
293,18,
186,18,
183,18,
187,18,
2638,18,
1674,18,
2639,18,
1330,18,
1668,18,
1665,18,
1380,18,
196,18,
1627,18,
2640,18,
1664,18,
204,18,
2641,18,
189,18,
191,18,
188,18,
192,18,
194,18,
1626,18,
2642,18,
2643,18,
2662,14,
2663,14,
100,12,
99,12,
1719,12,
1569,12,
1775,12,
1776,12,
1777,12,
1778,12,
1779,12,
1780,12,
1830,13,
1831,13,
1832,13,
1833,13,
581,13,
1921,13,
1922,13,
1923,13,
1924,13,
1925,13,
1926,13,
621,13,
568,13,
1927,13,
1928,13,
1264,13,
574,13,
431,13,
577,13,
169,13,
588,13,
1492,13,
576,13,
1330,13,
711,13,
1929,13,
512,13,
2056,14,
2057,14,
2058,14,
2059,14,
2060,14,
2061,14,
2062,14,
2063,14,
1741,14,
935,14,
1233,14,
1232,14,
2212,14,
2213,14,
2214,14,
2215,14,
2216,14,
1213,14,
1099,14,
369,14,
647,14,
348,14,
1212,14,
1211,14,
1215,14,
1210,14,
2217,14,
1128,14,
2218,14,
1471,14,
2219,14,
2220,14,
1534,14,
2221,14,
2222,14,
2223,14,
2362,15,
2363,15,
2364,15,
1004,15,
2142,15,
589,15,
594,15,
284,15,
1008,15,
285,15,
1884,15,
282,15,
247,15,
166,15,
598,15,
448,12,
1470,12,
71,12,
96,12,
580,12,
453,12,
186,12,
121,12,
293,12,
183,12,
182,12,
180,12,
187,12,
301,12,
1781,12,
1782,12,
884,12,
189,12,
1625,12,
1624,12,
191,12,
192,12,
188,12,
194,12,
195,12,
204,12,
205,12,
1380,12,
1634,12,
1627,12,
1628,12,
200,12,
201,12,
1668,12,
1629,12,
196,12,
197,12,
1783,12,
1784,12,
1834,13,
1835,13,
86,13,
315,13,
711,13,
1319,13,
96,13,
448,13,
1739,13,
615,13,
512,13,
506,13,
504,13,
471,13,
515,13,
514,13,
513,13,
509,13,
507,13,
508,13,
144,13,
1930,13,
433,13,
299,13,
471,13,
506,13,
2064,14,
1139,14,
158,15,
592,15,
1443,15,
505,15,
1152,11,
83,18,
1605,18,
1606,18,
155,18,
154,18,
2594,18,
2595,18,
2596,18,
2597,18,
2598,18,
1601,18,
147,18,
2599,18,
2600,18,
2601,18,
2602,18,
89,12,
88,12,
87,12,
137,12,
1567,12,
1575,12,
1720,12,
105,12,
1721,12,
401,12,
405,12,
1445,12,
1444,12,
139,12,
410,12,
407,12,
409,12,
422,12,
329,12,
1785,12,
1786,12,
413,12,
417,12,
415,12,
416,12,
519,13,
525,13,
524,13,
1836,13,
1489,13,
1837,13,
1838,13,
1931,13,
2065,14,
1169,15,
2224,15,
2225,15,
2226,15,
2227,15,
2228,15,
2229,15,
2230,15,
1168,15,
80,15,
79,15,
177,15,
2231,15,
2365,15,
2366,15,
2367,15,
2368,15,
2369,15,
2370,15,
2371,15,
2372,15,
2373,15,
1139,15,
2374,15,
2375,15,
1150,11,
1338,18,
132,18,
2564,18,
2565,18,
2566,18,
2557,18,
1623,18,
1694,18,
2644,18,
2645,18,
2646,18,
1701,18,
1697,18,
1700,18,
1703,18,
1698,18,
1702,18,
2647,18,
259,18,
1424,18,
1425,18,
258,18,
360,18,
532,18,
355,18,
1693,18,
2648,18,
1002,18,
1722,12,
1573,12,
1449,12,
1450,12,
414,12,
71,13,
121,13,
520,13,
486,13,
1932,13,
1933,13,
1934,13,
1935,13,
1936,13,
1937,13,
1938,13,
1939,13,
1940,13,
1941,13,
1942,13,
1943,13,
1944,13,
2066,14,
2067,14,
2068,14,
2069,14,
2070,14,
2071,14,
1139,14,
2072,14,
2073,14,
2232,15,
2233,15,
1152,15,
1150,15,
1148,15,
1151,15,
1153,15,
1149,15,
2234,15,
2376,15,
2377,15,
2378,15,
2379,15,
2380,15,
2381,15,
2382,15,
1169,11,
131,18,
129,18,
1599,18,
1514,18,
529,18,
144,18,
322,18,
533,18,
135,18,
2603,18,
2604,18,
134,18,
1182,18,
1586,18,
159,18,
2580,18,
1749,18,
286,18,
2649,18,
2665,14,
2666,14,
129,12,
132,12,
1338,12,
1332,12,
133,12,
131,12,
1723,12,
1724,12,
130,12,
1337,12,
1725,12,
1726,12,
1727,12,
290,12,
117,12,
118,12,
120,12,
127,12,
428,12,
121,12,
345,12,
126,12,
313,12,
