education_node_id,status,language_code,analysis_version,token_count,sentence_count,source_text_hash,requested_at,processed_at,analysis
2672,completed,en,v1,4,1,86a6e1433802c850be034150b848a2bb11cd786a52b623d0b2ec96db65268185,2026-04-03 22:31:18.285+00,2026-04-03 22:31:22.244+00,"{'"tokens'": [{'"dep'": '"nsubj'", '"pos'": '"NOUN'", '"tag'": '"NNS'", '"text'": '"Birds'", '"index'": 0, '"lemma'": '"bird'", '"shape'": '"Xxxxx'", '"isStop'": false, '"isAlpha'": true}, {'"dep'": '"aux'", '"pos'": '"AUX'", '"tag'": '"MD'", '"text'": '"can'", '"index'": 1, '"lemma'": '"can'", '"shape'": '"xxx'", '"isStop'": true, '"isAlpha'": true}, {'"dep'": '"ROOT'", '"pos'": '"VERB'", '"tag'": '"VB'", '"text'": '"fly'", '"index'": 2, '"lemma'": '"fly'", '"shape'": '"xxx'", '"isStop'": false, '"isAlpha'": true}, {'"dep'": '"punct'", '"pos'": '"PUNCT'", '"tag'": '".'", '"text'": '".'", '"index'": 3, '"lemma'": '".'", '"shape'": '".'", '"isStop'": false, '"isAlpha'": false}], '"tokenCount'": 4, '"sentenceCount'": 1}"
2673,completed,en,v1,5,1,f8a19dd893e46783abb7ef05bc02ba622727468d6b334a5b6fd6905bb3063899,2026-04-07 05:58:44.31+00,2026-04-07 05:58:47.725+00,"{'"tokens'": [{'"dep'": '"aux'", '"pos'": '"AUX'", '"tag'": '"VBP'", '"text'": '"Do'", '"index'": 0, '"lemma'": '"do'", '"shape'": '"Xx'", '"isStop'": true, '"isAlpha'": true}, {'"dep'": '"nsubj'", '"pos'": '"PRON'", '"tag'": '"PRP'", '"text'": '"you'", '"index'": 1, '"lemma'": '"you'", '"shape'": '"xxx'", '"isStop'": true, '"isAlpha'": true}, {'"dep'": '"ROOT'", '"pos'": '"ADP'", '"tag'": '"IN'", '"text'": '"like'", '"index'": 2, '"lemma'": '"like'", '"shape'": '"xxxx'", '"isStop'": false, '"isAlpha'": true}, {'"dep'": '"pobj'", '"pos'": '"NOUN'", '"tag'": '"NN'", '"text'": '"baseball'", '"index'": 3, '"lemma'": '"baseball'", '"shape'": '"xxxx'", '"isStop'": false, '"isAlpha'": true}, {'"dep'": '"punct'", '"pos'": '"PUNCT'", '"tag'": '".'", '"text'": '"?'", '"index'": 4, '"lemma'": '"?'", '"shape'": '"?'", '"isStop'": false, '"isAlpha'": false}], '"tokenCount'": 5, '"sentenceCount'": 1}"
2674,completed,en,v1,5,1,3d2942e100e8ec426e56fb04bfc9fb4667ff464923db66a21048f099fcfbb4a9,2026-04-07 05:58:53.574+00,2026-04-07 05:58:53.716+00,"{'"tokens'": [{'"dep'": '"aux'", '"pos'": '"AUX'", '"tag'": '"VBP'", '"text'": '"Do'", '"index'": 0, '"lemma'": '"do'", '"shape'": '"Xx'", '"isStop'": true, '"isAlpha'": true}, {'"dep'": '"nsubj'", '"pos'": '"PRON'", '"tag'": '"PRP'", '"text'": '"you'", '"index'": 1, '"lemma'": '"you'", '"shape'": '"xxx'", '"isStop'": true, '"isAlpha'": true}, {'"dep'": '"ROOT'", '"pos'": '"ADP'", '"tag'": '"IN'", '"text'": '"like'", '"index'": 2, '"lemma'": '"like'", '"shape'": '"xxxx'", '"isStop'": false, '"isAlpha'": true}, {'"dep'": '"pobj'", '"pos'": '"NOUN'", '"tag'": '"NN'", '"text'": '"basketball'", '"index'": 3, '"lemma'": '"basketball'", '"shape'": '"xxxx'", '"isStop'": false, '"isAlpha'": true}, {'"dep'": '"punct'", '"pos'": '"PUNCT'", '"tag'": '".'", '"text'": '"?'", '"index'": 4, '"lemma'": '"?'", '"shape'": '"?'", '"isStop'": false, '"isAlpha'": false}], '"tokenCount'": 5, '"sentenceCount'": 1}"
2675,completed,en,v1,5,1,3a205451b01e6f2526abfff3512934ac857aa41ed035225e50a297ee7ffc46cb,2026-04-07 05:59:00.885+00,2026-04-07 05:59:01.023+00,"{'"tokens'": [{'"dep'": '"aux'", '"pos'": '"AUX'", '"tag'": '"VBP'", '"text'": '"Do'", '"index'": 0, '"lemma'": '"do'", '"shape'": '"Xx'", '"isStop'": true, '"isAlpha'": true}, {'"dep'": '"nsubj'", '"pos'": '"PRON'", '"tag'": '"PRP'", '"text'": '"you'", '"index'": 1, '"lemma'": '"you'", '"shape'": '"xxx'", '"isStop'": true, '"isAlpha'": true}, {'"dep'": '"ROOT'", '"pos'": '"VERB'", '"tag'": '"VB'", '"text'": '"like'", '"index'": 2, '"lemma'": '"like'", '"shape'": '"xxxx'", '"isStop'": false, '"isAlpha'": true}, {'"dep'": '"dobj'", '"pos'": '"NOUN'", '"tag'": '"NN'", '"text'": '"soccer'", '"index'": 3, '"lemma'": '"soccer'", '"shape'": '"xxxx'", '"isStop'": false, '"isAlpha'": true}, {'"dep'": '"punct'", '"pos'": '"PUNCT'", '"tag'": '".'", '"text'": '"?'", '"index'": 4, '"lemma'": '"?'", '"shape'": '"?'", '"isStop'": false, '"isAlpha'": false}], '"tokenCount'": 5, '"sentenceCount'": 1}"
2676,completed,en,v1,5,1,fac93f708033d0f7919127231953c56360ae5154fa4a99ed59dc8dd77c151a96,2026-04-07 05:59:12.115+00,2026-04-07 05:59:12.251+00,"{'"tokens'": [{'"dep'": '"aux'", '"pos'": '"AUX'", '"tag'": '"VBP'", '"text'": '"Do'", '"index'": 0, '"lemma'": '"do'", '"shape'": '"Xx'", '"isStop'": true, '"isAlpha'": true}, {'"dep'": '"nsubj'", '"pos'": '"PRON'", '"tag'": '"PRP'", '"text'": '"you'", '"index'": 1, '"lemma'": '"you'", '"shape'": '"xxx'", '"isStop'": true, '"isAlpha'": true}, {'"dep'": '"ROOT'", '"pos'": '"VERB'", '"tag'": '"VB'", '"text'": '"like'", '"index'": 2, '"lemma'": '"like'", '"shape'": '"xxxx'", '"isStop'": false, '"isAlpha'": true}, {'"dep'": '"dobj'", '"pos'": '"NOUN'", '"tag'": '"NN'", '"text'": '"tennis'", '"index'": 3, '"lemma'": '"tennis'", '"shape'": '"xxxx'", '"isStop'": false, '"isAlpha'": true}, {'"dep'": '"punct'", '"pos'": '"PUNCT'", '"tag'": '".'", '"text'": '"?'", '"index'": 4, '"lemma'": '"?'", '"shape'": '"?'", '"isStop'": false, '"isAlpha'": false}], '"tokenCount'": 5, '"sentenceCount'": 1}"
2677,completed,en,v1,6,1,b033f1524c3b6ed7b6b548b0fb86fc45d5bdc497e9a15807bb51f19e4d352204,2026-04-07 05:59:27.726+00,2026-04-07 05:59:27.857+00,"{'"tokens'": [{'"dep'": '"det'", '"pos'": '"DET'", '"tag'": '"WDT'", '"text'": '"What'", '"index'": 0, '"lemma'": '"what'", '"shape'": '"Xxxx'", '"isStop'": true, '"isAlpha'": true}, {'"dep'": '"dobj'", '"pos'": '"NOUN'", '"tag'": '"NN'", '"text'": '"sport'", '"index'": 1, '"lemma'": '"sport'", '"shape'": '"xxxx'", '"isStop'": false, '"isAlpha'": true}, {'"dep'": '"aux'", '"pos'": '"AUX'", '"tag'": '"VBP'", '"text'": '"do'", '"index'": 2, '"lemma'": '"do'", '"shape'": '"xx'", '"isStop'": true, '"isAlpha'": true}, {'"dep'": '"nsubj'", '"pos'": '"PRON'", '"tag'": '"PRP'", '"text'": '"you'", '"index'": 3, '"lemma'": '"you'", '"shape'": '"xxx'", '"isStop'": true, '"isAlpha'": true}, {'"dep'": '"ROOT'", '"pos'": '"ADP'", '"tag'": '"IN'", '"text'": '"like'", '"index'": 4, '"lemma'": '"like'", '"shape'": '"xxxx'", '"isStop'": false, '"isAlpha'": true}, {'"dep'": '"punct'", '"pos'": '"PUNCT'", '"tag'": '".'", '"text'": '"?'", '"index'": 5, '"lemma'": '"?'", '"shape'": '"?'", '"isStop'": false, '"isAlpha'": false}], '"tokenCount'": 6, '"sentenceCount'": 1}"
66,completed,en,v1,2,1,aa1d2b1384ba3ce001ba0bd0ad50bd51f855b6fc30d155e26bfc094c051e9bfe,2026-04-09 05:18:39.055+00,2026-04-09 05:18:41.067+00,"{'"tokens'": [{'"dep'": '"nsubj'", '"pos'": '"PRON'", '"tag'": '"PRP'", '"text'": '"I'", '"index'": 0, '"lemma'": '"I'", '"shape'": '"X'", '"isStop'": true, '"isAlpha'": true}, {'"dep'": '"ROOT'", '"pos'": '"AUX'", '"tag'": '"MD'", '"text'": '"can'", '"index'": 1, '"lemma'": '"can'", '"shape'": '"xxx'", '"isStop'": true, '"isAlpha'": true}], '"tokenCount'": 2, '"sentenceCount'": 1}"
63,completed,en,v1,1,1,a1d9890884c1b4b960c279cfe7554a900d169422d6cec980beef67761487d3b9,2026-04-09 05:18:38.384+00,2026-04-09 05:18:41.24+00,"{'"tokens'": [{'"dep'": '"ROOT'", '"pos'": '"ADV'", '"tag'": '"RB'", '"text'": '"so'", '"index'": 0, '"lemma'": '"so'", '"shape'": '"xx'", '"isStop'": true, '"isAlpha'": true}], '"tokenCount'": 1, '"sentenceCount'": 1}"
64,completed,en,v1,1,1,970b1897af0abab6127d77e3306c1a712c5d931a2719ecd338f57411e534ec3c,2026-04-09 05:18:38.608+00,2026-04-09 05:18:41.566+00,"{'"tokens'": [{'"dep'": '"ROOT'", '"pos'": '"PROPN'", '"tag'": '"NNP'", '"text'": '"van'", '"index'": 0, '"lemma'": '"van'", '"shape'": '"xxx'", '"isStop'": false, '"isAlpha'": true}], '"tokenCount'": 1, '"sentenceCount'": 1}"
65,completed,en,v1,1,1,30e436cb382491bb1f039032641fea80d45e142485fe3031fe0742ddd7de7d2a,2026-04-09 05:18:38.832+00,2026-04-09 05:18:43.926+00,"{'"tokens'": [{'"dep'": '"ROOT'", '"pos'": '"NOUN'", '"tag'": '"NN'", '"text'": '"vase'", '"index'": 0, '"lemma'": '"vase'", '"shape'": '"xxxx'", '"isStop'": false, '"isAlpha'": true}], '"tokenCount'": 1, '"sentenceCount'": 1}"
2678,completed,en,v1,6,1,97f3b53934a1e914941d2d7fde71a5f4f12dc1a6935a0248e0a108474ec79300,2026-04-07 05:59:39.122+00,2026-04-07 05:59:39.263+00,"{'"tokens'": [{'"dep'": '"attr'", '"pos'": '"PRON'", '"tag'": '"WP'", '"text'": '"What'", '"index'": 0, '"lemma'": '"what'", '"shape'": '"Xxxx'", '"isStop'": true, '"isAlpha'": true}, {'"dep'": '"ROOT'", '"pos'": '"AUX'", '"tag'": '"VBZ'", '"text'": '"is'", '"index'": 1, '"lemma'": '"be'", '"shape'": '"xx'", '"isStop'": true, '"isAlpha'": true}, {'"dep'": '"poss'", '"pos'": '"PRON'", '"tag'": '"PRP$'", '"text'": '"your'", '"index'": 2, '"lemma'": '"your'", '"shape'": '"xxxx'", '"isStop'": true, '"isAlpha'": true}, {'"dep'": '"amod'", '"pos'": '"ADJ'", '"tag'": '"JJ'", '"text'": '"favorite'", '"index'": 3, '"lemma'": '"favorite'", '"shape'": '"xxxx'", '"isStop'": false, '"isAlpha'": true}, {'"dep'": '"nsubj'", '"pos'": '"NOUN'", '"tag'": '"NN'", '"text'": '"sport'", '"index'": 4, '"lemma'": '"sport'", '"shape'": '"xxxx'", '"isStop'": false, '"isAlpha'": true}, {'"dep'": '"punct'", '"pos'": '"PUNCT'", '"tag'": '".'", '"text'": '"?'", '"index'": 5, '"lemma'": '"?'", '"shape'": '"?'", '"isStop'": false, '"isAlpha'": false}], '"tokenCount'": 6, '"sentenceCount'": 1}"
2679,completed,en,v1,4,1,a02973715073fb7ab4970aca4bdeeb7c109b7fda3c55ed121dc2520792ce0b5e,2026-04-07 06:00:08.652+00,2026-04-07 06:00:08.801+00,"{'"tokens'": [{'"dep'": '"nsubj'", '"pos'": '"PRON'", '"tag'": '"PRP'", '"text'": '"I'", '"index'": 0, '"lemma'": '"I'", '"shape'": '"X'", '"isStop'": true, '"isAlpha'": true}, {'"dep'": '"ROOT'", '"pos'": '"VERB'", '"tag'": '"VBP'", '"text'": '"like'", '"index'": 1, '"lemma'": '"like'", '"shape'": '"xxxx'", '"isStop'": false, '"isAlpha'": true}, {'"dep'": '"dobj'", '"pos'": '"PROPN'", '"tag'": '"NNP'", '"text'": '"badminton'", '"index'": 2, '"lemma'": '"badminton'", '"shape'": '"xxxx'", '"isStop'": false, '"isAlpha'": true}, {'"dep'": '"punct'", '"pos'": '"PUNCT'", '"tag'": '".'", '"text'": '".'", '"index'": 3, '"lemma'": '".'", '"shape'": '".'", '"isStop'": false, '"isAlpha'": false}], '"tokenCount'": 4, '"sentenceCount'": 1}"
2680,completed,en,v1,4,1,1897a788c394c6b75c750b9619b90baa7f066839eeb9e79a2e7230c28770c571,2026-04-07 06:00:15.661+00,2026-04-07 06:00:15.796+00,"{'"tokens'": [{'"dep'": '"nsubj'", '"pos'": '"PRON'", '"tag'": '"PRP'", '"text'": '"I'", '"index'": 0, '"lemma'": '"I'", '"shape'": '"X'", '"isStop'": true, '"isAlpha'": true}, {'"dep'": '"ROOT'", '"pos'": '"VERB'", '"tag'": '"VBP'", '"text'": '"like'", '"index'": 1, '"lemma'": '"like'", '"shape'": '"xxxx'", '"isStop'": false, '"isAlpha'": true}, {'"dep'": '"dobj'", '"pos'": '"NOUN'", '"tag'": '"NN'", '"text'": '"baseball'", '"index'": 2, '"lemma'": '"baseball'", '"shape'": '"xxxx'", '"isStop'": false, '"isAlpha'": true}, {'"dep'": '"punct'", '"pos'": '"PUNCT'", '"tag'": '".'", '"text'": '".'", '"index'": 3, '"lemma'": '".'", '"shape'": '".'", '"isStop'": false, '"isAlpha'": false}], '"tokenCount'": 4, '"sentenceCount'": 1}"
2681,completed,en,v1,4,1,cc09f2be55a5618985dceb2916bdd9c78bd5afbcd37fc6dd0f138e10f9143f0c,2026-04-07 06:00:20.829+00,2026-04-07 06:00:20.955+00,"{'"tokens'": [{'"dep'": '"nsubj'", '"pos'": '"PRON'", '"tag'": '"PRP'", '"text'": '"I'", '"index'": 0, '"lemma'": '"I'", '"shape'": '"X'", '"isStop'": true, '"isAlpha'": true}, {'"dep'": '"ROOT'", '"pos'": '"VERB'", '"tag'": '"VBP'", '"text'": '"like'", '"index'": 1, '"lemma'": '"like'", '"shape'": '"xxxx'", '"isStop'": false, '"isAlpha'": true}, {'"dep'": '"dobj'", '"pos'": '"NOUN'", '"tag'": '"NN'", '"text'": '"basketball'", '"index'": 2, '"lemma'": '"basketball'", '"shape'": '"xxxx'", '"isStop'": false, '"isAlpha'": true}, {'"dep'": '"punct'", '"pos'": '"PUNCT'", '"tag'": '".'", '"text'": '".'", '"index'": 3, '"lemma'": '".'", '"shape'": '".'", '"isStop'": false, '"isAlpha'": false}], '"tokenCount'": 4, '"sentenceCount'": 1}"
2682,completed,en,v1,4,1,d520ef760be22b0962bad1e6c55300119f442b318a4e2dae01a0f520a5ba7966,2026-04-07 06:00:24.588+00,2026-04-07 06:00:24.716+00,"{'"tokens'": [{'"dep'": '"nsubj'", '"pos'": '"PRON'", '"tag'": '"PRP'", '"text'": '"I'", '"index'": 0, '"lemma'": '"I'", '"shape'": '"X'", '"isStop'": true, '"isAlpha'": true}, {'"dep'": '"ROOT'", '"pos'": '"VERB'", '"tag'": '"VBP'", '"text'": '"like'", '"index'": 1, '"lemma'": '"like'", '"shape'": '"xxxx'", '"isStop'": false, '"isAlpha'": true}, {'"dep'": '"dobj'", '"pos'": '"NOUN'", '"tag'": '"NN'", '"text'": '"soccer'", '"index'": 2, '"lemma'": '"soccer'", '"shape'": '"xxxx'", '"isStop'": false, '"isAlpha'": true}, {'"dep'": '"punct'", '"pos'": '"PUNCT'", '"tag'": '".'", '"text'": '".'", '"index'": 3, '"lemma'": '".'", '"shape'": '".'", '"isStop'": false, '"isAlpha'": false}], '"tokenCount'": 4, '"sentenceCount'": 1}"
2683,completed,en,v1,4,1,9e8b5f948f61074120fe74552e91b3127f30c4d362f953f22e3c1214ee8f5429,2026-04-07 06:00:31.346+00,2026-04-07 06:00:31.481+00,"{'"tokens'": [{'"dep'": '"nsubj'", '"pos'": '"PRON'", '"tag'": '"PRP'", '"text'": '"I'", '"index'": 0, '"lemma'": '"I'", '"shape'": '"X'", '"isStop'": true, '"isAlpha'": true}, {'"dep'": '"ROOT'", '"pos'": '"VERB'", '"tag'": '"VBP'", '"text'": '"like'", '"index'": 1, '"lemma'": '"like'", '"shape'": '"xxxx'", '"isStop'": false, '"isAlpha'": true}, {'"dep'": '"dobj'", '"pos'": '"NOUN'", '"tag'": '"NN'", '"text'": '"tennis'", '"index'": 2, '"lemma'": '"tennis'", '"shape'": '"xxxx'", '"isStop'": false, '"isAlpha'": true}, {'"dep'": '"punct'", '"pos'": '"PUNCT'", '"tag'": '".'", '"text'": '".'", '"index'": 3, '"lemma'": '".'", '"shape'": '".'", '"isStop'": false, '"isAlpha'": false}], '"tokenCount'": 4, '"sentenceCount'": 1}"
452,completed,en,v1,1,1,99552de9998a2b8267df80b5984342437dda324689e2d7c6b6a0c8a7f392ffb5,2026-04-09 05:19:55.221+00,2026-04-09 05:19:55.357+00,"{'"tokens'": [{'"dep'": '"ROOT'", '"pos'": '"NOUN'", '"tag'": '"NN'", '"text'": '"glue'", '"index'": 0, '"lemma'": '"glue'", '"shape'": '"xxxx'", '"isStop'": false, '"isAlpha'": true}], '"tokenCount'": 1, '"sentenceCount'": 1}"
